idblk,row,col,xpos,ypos,ncol_per_row,is_on_edge
670,29,13,0.20588,-0.00053,27,0
671,29,14,0.20588,0.04239,27,0
672,29,15,0.20588,0.08694,27,0
673,29,16,0.20588,0.12987,27,0
674,29,17,0.20588,0.1728,27,0
675,29,18,0.20588,0.21735,27,0
676,29,19,0.20588,0.26027,27,0
677,29,20,0.20588,0.3032,27,0
678,29,21,0.20588,0.34775,27,0
679,29,22,0.20588,0.39068,27,0
680,29,23,0.20588,0.4336,27,0
681,29,24,0.20588,0.47815,27,0
682,29,25,0.20588,0.52108,27,0
683,29,26,0.20588,0.56401,27,1
684,30,0,0.16296,-0.56507,27,1
685,30,1,0.16296,-0.52215,27,0
686,30,2,0.16296,-0.47922,27,0
687,30,3,0.16296,-0.43467,27,0
688,30,4,0.16296,-0.39174,27,0
689,30,5,0.16296,-0.34882,27,0
690,30,6,0.16296,-0.30427,27,0
691,30,7,0.16296,-0.26134,27,0
692,30,8,0.16296,-0.21842,27,0
693,30,9,0.16296,-0.17386,27,0
694,30,10,0.16296,-0.13094,27,0
695,30,11,0.16296,-0.08801,27,0
696,30,12,0.16296,-0.04346,27,0
697,30,13,0.16296,-0.00053,27,0
698,30,14,0.16296,0.04239,27,0
699,30,15,0.16296,0.08694,27,0
700,30,16,0.16296,0.12987,27,0
701,30,17,0.16296,0.1728,27,0
702,30,18,0.16296,0.21735,27,0
703,30,19,0.16296,0.26027,27,0
704,30,20,0.16296,0.3032,27,0
705,30,21,0.16296,0.34775,27,0
706,30,22,0.16296,0.39068,27,0
707,30,23,0.16296,0.4336,27,0
708,30,24,0.16296,0.47815,27,0
709,30,25,0.16296,0.52108,27,0
710,30,26,0.16296,0.56401,27,1
711,31,0,0.12003,-0.56507,27,1
712,31,1,0.12003,-0.52215,27,0
713,31,2,0.12003,-0.47922,27,0
714,31,3,0.12003,-0.43467,27,0
715,31,4,0.12003,-0.39174,27,0
716,31,5,0.12003,-0.34882,27,0
717,31,6,0.12003,-0.30427,27,0
718,31,7,0.12003,-0.26134,27,0
719,31,8,0.12003,-0.21842,27,0
720,31,9,0.12003,-0.17386,27,0
721,31,10,0.12003,-0.13094,27,0
722,31,11,0.12003,-0.08801,27,0
723,31,12,0.12003,-0.04346,27,0
724,31,13,0.12003,-0.00053,27,0
725,31,14,0.12003,0.04239,27,0
726,31,15,0.12003,0.08694,27,0
727,31,16,0.12003,0.12987,27,0
728,31,17,0.12003,0.1728,27,0
729,31,18,0.12003,0.21735,27,0
730,31,19,0.12003,0.26027,27,0
731,31,20,0.12003,0.3032,27,0
732,31,21,0.12003,0.34775,27,0
733,31,22,0.12003,0.39068,27,0
734,31,23,0.12003,0.4336,27,0
735,31,24,0.12003,0.47815,27,0
736,31,25,0.12003,0.52108,27,0
737,31,26,0.12003,0.56401,27,1
738,32,0,0.07711,-0.56507,27,1
739,32,1,0.07711,-0.52215,27,0
740,32,2,0.07711,-0.47922,27,0
741,32,3,0.07711,-0.43467,27,0
742,32,4,0.07711,-0.39174,27,0
743,32,5,0.07711,-0.34882,27,0
744,32,6,0.07711,-0.30427,27,0
745,32,7,0.07711,-0.26134,27,0
746,32,8,0.07711,-0.21842,27,0
747,32,9,0.07711,-0.17386,27,0
748,32,10,0.07711,-0.13094,27,0
749,32,11,0.07711,-0.08801,27,0
750,32,12,0.07711,-0.04346,27,0
751,32,13,0.07711,-0.00053,27,0
752,32,14,0.07711,0.04239,27,0
753,32,15,0.07711,0.08694,27,0
754,32,16,0.07711,0.12987,27,0
755,32,17,0.07711,0.1728,27,0
756,32,18,0.07711,0.21735,27,0
757,32,19,0.07711,0.26027,27,0
758,32,20,0.07711,0.3032,27,0
759,32,21,0.07711,0.34775,27,0
760,32,22,0.07711,0.39068,27,0
761,32,23,0.07711,0.4336,27,0
762,32,24,0.07711,0.47815,27,0
763,32,25,0.07711,0.52108,27,0
764,32,26,0.07711,0.56401,27,1
765,33,0,0.03418,-0.56507,27,1
766,33,1,0.03418,-0.52215,27,0
767,33,2,0.03418,-0.47922,27,0
768,33,3,0.03418,-0.43467,27,0
769,33,4,0.03418,-0.39174,27,0
770,33,5,0.03418,-0.34882,27,0
771,33,6,0.03418,-0.30427,27,0
772,33,7,0.03418,-0.26134,27,0
773,33,8,0.03418,-0.21842,27,0
774,33,9,0.03418,-0.17386,27,0
775,33,10,0.03418,-0.13094,27,0
776,33,11,0.03418,-0.08801,27,0
777,33,12,0.03418,-0.04346,27,0
778,33,13,0.03418,-0.00053,27,0
779,33,14,0.03418,0.04239,27,0
780,33,15,0.03418,0.08694,27,0
781,33,16,0.03418,0.12987,27,0
782,33,17,0.03418,0.1728,27,0
783,33,18,0.03418,0.21735,27,0
784,33,19,0.03418,0.26027,27,0
785,33,20,0.03418,0.3032,27,0
786,33,21,0.03418,0.34775,27,0
787,33,22,0.03418,0.39068,27,0
788,33,23,0.03418,0.4336,27,0
789,33,24,0.03418,0.47815,27,0
790,33,25,0.03418,0.52108,27,0
791,33,26,0.03418,0.56401,27,1
792,34,0,-0.00875,-0.56507,27,1
793,34,1,-0.00875,-0.52215,27,0
794,34,2,-0.00875,-0.47922,27,0
795,34,3,-0.00875,-0.43467,27,0
796,34,4,-0.00875,-0.39174,27,0
797,34,5,-0.00875,-0.34882,27,0
798,34,6,-0.00875,-0.30427,27,0
799,34,7,-0.00875,-0.26134,27,0
800,34,8,-0.00875,-0.21842,27,0
801,34,9,-0.00875,-0.17386,27,0
802,34,10,-0.00875,-0.13094,27,0
803,34,11,-0.00875,-0.08801,27,0
804,34,12,-0.00875,-0.04346,27,0
805,34,13,-0.00875,-0.00053,27,0
806,34,14,-0.00875,0.04239,27,0
807,34,15,-0.00875,0.08694,27,0
808,34,16,-0.00875,0.12987,27,0
809,34,17,-0.00875,0.1728,27,0
810,34,18,-0.00875,0.21735,27,0
811,34,19,-0.00875,0.26027,27,0
812,34,20,-0.00875,0.3032,27,0
813,34,21,-0.00875,0.34775,27,0
814,34,22,-0.00875,0.39068,27,0
815,34,23,-0.00875,0.4336,27,0
816,34,24,-0.00875,0.47815,27,0
817,34,25,-0.00875,0.52108,27,0
818,34,26,-0.00875,0.56401,27,1
819,35,0,-0.05167,-0.56507,27,1
820,35,1,-0.05167,-0.52215,27,0
821,35,2,-0.05167,-0.47922,27,0
822,35,3,-0.05167,-0.43467,27,0
823,35,4,-0.05167,-0.39174,27,0
824,35,5,-0.05167,-0.34882,27,0
825,35,6,-0.05167,-0.30427,27,0
826,35,7,-0.05167,-0.26134,27,0
827,35,8,-0.05167,-0.21842,27,0
828,35,9,-0.05167,-0.17386,27,0
829,35,10,-0.05167,-0.13094,27,0
830,35,11,-0.05167,-0.08801,27,0
831,35,12,-0.05167,-0.04346,27,0
832,35,13,-0.05167,-0.00053,27,0
833,35,14,-0.05167,0.04239,27,0
834,35,15,-0.05167,0.08694,27,0
835,35,16,-0.05167,0.12987,27,0
836,35,17,-0.05167,0.1728,27,0
837,35,18,-0.05167,0.21735,27,0
838,35,19,-0.05167,0.26027,27,0
839,35,20,-0.05167,0.3032,27,0
840,35,21,-0.05167,0.34775,27,0
841,35,22,-0.05167,0.39068,27,0
842,35,23,-0.05167,0.4336,27,0
843,35,24,-0.05167,0.47815,27,0
844,35,25,-0.05167,0.52108,27,0
845,35,26,-0.05167,0.56401,27,1
846,36,0,-0.0946,-0.56507,27,1
847,36,1,-0.0946,-0.52215,27,0
848,36,2,-0.0946,-0.47922,27,0
849,36,3,-0.0946,-0.43467,27,0
850,36,4,-0.0946,-0.39174,27,0
851,36,5,-0.0946,-0.34882,27,0
852,36,6,-0.0946,-0.30427,27,0
853,36,7,-0.0946,-0.26134,27,0
854,36,8,-0.0946,-0.21842,27,0
855,36,9,-0.0946,-0.17386,27,0
856,36,10,-0.0946,-0.13094,27,0
857,36,11,-0.0946,-0.08801,27,0
858,36,12,-0.0946,-0.04346,27,0
859,36,13,-0.0946,-0.00053,27,0
860,36,14,-0.0946,0.04239,27,0
861,36,15,-0.0946,0.08694,27,0
862,36,16,-0.0946,0.12987,27,0
863,36,17,-0.0946,0.1728,27,0
864,36,18,-0.0946,0.21735,27,0
865,36,19,-0.0946,0.26027,27,0
866,36,20,-0.0946,0.3032,27,0
867,36,21,-0.0946,0.34775,27,0
868,36,22,-0.0946,0.39068,27,0
869,36,23,-0.0946,0.4336,27,0
870,36,24,-0.0946,0.47815,27,0
871,36,25,-0.0946,0.52108,27,0
872,36,26,-0.0946,0.56401,27,1
873,37,0,-0.13752,-0.56507,27,1
874,37,1,-0.13752,-0.52215,27,0
875,37,2,-0.13752,-0.47922,27,0
876,37,3,-0.13752,-0.43467,27,0
877,37,4,-0.13752,-0.39174,27,0
878,37,5,-0.13752,-0.34882,27,0
879,37,6,-0.13752,-0.30427,27,0
880,37,7,-0.13752,-0.26134,27,0
881,37,8,-0.13752,-0.21842,27,0
882,37,9,-0.13752,-0.17386,27,0
883,37,10,-0.13752,-0.13094,27,0
884,37,11,-0.13752,-0.08801,27,0
885,37,12,-0.13752,-0.04346,27,0
886,37,13,-0.13752,-0.00053,27,0
887,37,14,-0.13752,0.04239,27,0
888,37,15,-0.13752,0.08694,27,0
889,37,16,-0.13752,0.12987,27,0
890,37,17,-0.13752,0.1728,27,0
891,37,18,-0.13752,0.21735,27,0
892,37,19,-0.13752,0.26027,27,0
893,37,20,-0.13752,0.3032,27,0
894,37,21,-0.13752,0.34775,27,0
895,37,22,-0.13752,0.39068,27,0
896,37,23,-0.13752,0.4336,27,0
897,37,24,-0.13752,0.47815,27,0
898,37,25,-0.13752,0.52108,27,0
899,37,26,-0.13752,0.56401,27,1
900,38,0,-0.18045,-0.56507,27,1
901,38,1,-0.18045,-0.52215,27,0
902,38,2,-0.18045,-0.47922,27,0
903,38,3,-0.18045,-0.43467,27,0
904,38,4,-0.18045,-0.39174,27,0
905,38,5,-0.18045,-0.34882,27,0
906,38,6,-0.18045,-0.30427,27,0
907,38,7,-0.18045,-0.26134,27,0
908,38,8,-0.18045,-0.21842,27,0
909,38,9,-0.18045,-0.17386,27,0
910,38,10,-0.18045,-0.13094,27,0
911,38,11,-0.18045,-0.08801,27,0
912,38,12,-0.18045,-0.04346,27,0
913,38,13,-0.18045,-0.00053,27,0
914,38,14,-0.18045,0.04239,27,0
915,38,15,-0.18045,0.08694,27,0
916,38,16,-0.18045,0.12987,27,0
917,38,17,-0.18045,0.1728,27,0
918,38,18,-0.18045,0.21735,27,0
919,38,19,-0.18045,0.26027,27,0
920,38,20,-0.18045,0.3032,27,0
921,38,21,-0.18045,0.34775,27,0
922,38,22,-0.18045,0.39068,27,0
923,38,23,-0.18045,0.4336,27,0
924,38,24,-0.18045,0.47815,27,0
925,38,25,-0.18045,0.52108,27,0
926,38,26,-0.18045,0.56401,27,1
927,39,0,-0.22338,-0.56507,27,1
928,39,1,-0.22338,-0.52215,27,0
929,39,2,-0.22338,-0.47922,27,0
930,39,3,-0.22338,-0.43467,27,0
931,39,4,-0.22338,-0.39174,27,0
932,39,5,-0.22338,-0.34882,27,0
933,39,6,-0.22338,-0.30427,27,0
934,39,7,-0.22338,-0.26134,27,0
935,39,8,-0.22338,-0.21842,27,0
936,39,9,-0.22338,-0.17386,27,0
937,39,10,-0.22338,-0.13094,27,0
938,39,11,-0.22338,-0.08801,27,0
939,39,12,-0.22338,-0.04346,27,0
940,39,13,-0.22338,-0.00053,27,0
941,39,14,-0.22338,0.04239,27,0
942,39,15,-0.22338,0.08694,27,0
943,39,16,-0.22338,0.12987,27,0
944,39,17,-0.22338,0.1728,27,0
945,39,18,-0.22338,0.21735,27,0
946,39,19,-0.22338,0.26027,27,0
947,39,20,-0.22338,0.3032,27,0
948,39,21,-0.22338,0.34775,27,0
949,39,22,-0.22338,0.39068,27,0
950,39,23,-0.22338,0.4336,27,0
951,39,24,-0.22338,0.47815,27,0
952,39,25,-0.22338,0.52108,27,0
953,39,26,-0.22338,0.56401,27,1
954,40,0,-0.2663,-0.56507,27,1
955,40,1,-0.2663,-0.52215,27,0
956,40,2,-0.2663,-0.47922,27,0
957,40,3,-0.2663,-0.43467,27,0
958,40,4,-0.2663,-0.39174,27,0
959,40,5,-0.2663,-0.34882,27,0
960,40,6,-0.2663,-0.30427,27,0
961,40,7,-0.2663,-0.26134,27,0
962,40,8,-0.2663,-0.21842,27,0
963,40,9,-0.2663,-0.17386,27,0
964,40,10,-0.2663,-0.13094,27,0
965,40,11,-0.2663,-0.08801,27,0
966,40,12,-0.2663,-0.04346,27,0
967,40,13,-0.2663,-0.00053,27,0
968,40,14,-0.2663,0.04239,27,0
969,40,15,-0.2663,0.08694,27,0
970,40,16,-0.2663,0.12987,27,0
971,40,17,-0.2663,0.1728,27,0
972,40,18,-0.2663,0.21735,27,0
973,40,19,-0.2663,0.26027,27,0
974,40,20,-0.2663,0.3032,27,0
975,40,21,-0.2663,0.34775,27,0
976,40,22,-0.2663,0.39068,27,0
977,40,23,-0.2663,0.4336,27,0
978,40,24,-0.2663,0.47815,27,0
979,40,25,-0.2663,0.52108,27,0
980,40,26,-0.2663,0.56401,27,1
981,41,0,-0.30923,-0.56507,27,1
982,41,1,-0.30923,-0.52215,27,0
983,41,2,-0.30923,-0.47922,27,0
984,41,3,-0.30923,-0.43467,27,0
985,41,4,-0.30923,-0.39174,27,0
986,41,5,-0.30923,-0.34882,27,0
987,41,6,-0.30923,-0.30427,27,0
988,41,7,-0.30923,-0.26134,27,0
989,41,8,-0.30923,-0.21842,27,0
990,41,9,-0.30923,-0.17386,27,0
991,41,10,-0.30923,-0.13094,27,0
992,41,11,-0.30923,-0.08801,27,0
993,41,12,-0.30923,-0.04346,27,0
994,41,13,-0.30923,-0.00053,27,0
995,41,14,-0.30923,0.04239,27,0
996,41,15,-0.30923,0.08694,27,0
997,41,16,-0.30923,0.12987,27,0
998,41,17,-0.30923,0.1728,27,0
999,41,18,-0.30923,0.21735,27,0
1000,41,19,-0.30923,0.26027,27,0
1001,41,20,-0.30923,0.3032,27,0
1002,41,21,-0.30923,0.34775,27,0
1003,41,22,-0.30923,0.39068,27,0
1004,41,23,-0.30923,0.4336,27,0
1005,41,24,-0.30923,0.47815,27,0
1006,41,25,-0.30923,0.52108,27,0
1007,41,26,-0.30923,0.56401,27,1
1008,42,0,-0.35215,-0.56507,27,1
1009,42,1,-0.35215,-0.52215,27,0
1010,42,2,-0.35215,-0.47922,27,0
1011,42,3,-0.35215,-0.43467,27,0
1012,42,4,-0.35215,-0.39174,27,0
1013,42,5,-0.35215,-0.34882,27,0
1014,42,6,-0.35215,-0.30427,27,0
1015,42,7,-0.35215,-0.26134,27,0
1016,42,8,-0.35215,-0.21842,27,0
1017,42,9,-0.35215,-0.17386,27,0
1018,42,10,-0.35215,-0.13094,27,0
1019,42,11,-0.35215,-0.08801,27,0
1020,42,12,-0.35215,-0.04346,27,0
1021,42,13,-0.35215,-0.00053,27,0
1022,42,14,-0.35215,0.04239,27,0
1023,42,15,-0.35215,0.08694,27,0
1024,42,16,-0.35215,0.12987,27,0
1025,42,17,-0.35215,0.1728,27,0
1026,42,18,-0.35215,0.21735,27,0
1027,42,19,-0.35215,0.26027,27,0
1028,42,20,-0.35215,0.3032,27,0
1029,42,21,-0.35215,0.34775,27,0
1030,42,22,-0.35215,0.39068,27,0
1031,42,23,-0.35215,0.4336,27,0
1032,42,24,-0.35215,0.47815,27,0
1033,42,25,-0.35215,0.52108,27,0
1034,42,26,-0.35215,0.56401,27,1
1035,43,0,-0.39508,-0.56507,27,1
1036,43,1,-0.39508,-0.52215,27,0
1037,43,2,-0.39508,-0.47922,27,0
1038,43,3,-0.39508,-0.43467,27,0
1039,43,4,-0.39508,-0.39174,27,0
1040,43,5,-0.39508,-0.34882,27,0
1041,43,6,-0.39508,-0.30427,27,0
1042,43,7,-0.39508,-0.26134,27,0
1043,43,8,-0.39508,-0.21842,27,0
1044,43,9,-0.39508,-0.17386,27,0
1045,43,10,-0.39508,-0.13094,27,0
1046,43,11,-0.39508,-0.08801,27,0
1047,43,12,-0.39508,-0.04346,27,0
1048,43,13,-0.39508,-0.00053,27,0
1049,43,14,-0.39508,0.04239,27,0
1050,43,15,-0.39508,0.08694,27,0
1051,43,16,-0.39508,0.12987,27,0
1052,43,17,-0.39508,0.1728,27,0
1053,43,18,-0.39508,0.21735,27,0
1054,43,19,-0.39508,0.26027,27,0
1055,43,20,-0.39508,0.3032,27,0
1056,43,21,-0.39508,0.34775,27,0
1057,43,22,-0.39508,0.39068,27,0
1058,43,23,-0.39508,0.4336,27,0
1059,43,24,-0.39508,0.47815,27,0
1060,43,25,-0.39508,0.52108,27,0
1061,43,26,-0.39508,0.56401,27,1
1062,44,0,-0.43801,-0.56507,27,1
1063,44,1,-0.43801,-0.52215,27,0
1064,44,2,-0.43801,-0.47922,27,0
1065,44,3,-0.43801,-0.43467,27,0
1066,44,4,-0.43801,-0.39174,27,0
1067,44,5,-0.43801,-0.34882,27,0
1068,44,6,-0.43801,-0.30427,27,0
1069,44,7,-0.43801,-0.26134,27,0
1070,44,8,-0.43801,-0.21842,27,0
1071,44,9,-0.43801,-0.17386,27,0
1072,44,10,-0.43801,-0.13094,27,0
1073,44,11,-0.43801,-0.08801,27,0
1074,44,12,-0.43801,-0.04346,27,0
1075,44,13,-0.43801,-0.00053,27,0
1076,44,14,-0.43801,0.04239,27,0
1077,44,15,-0.43801,0.08694,27,0
1078,44,16,-0.43801,0.12987,27,0
1079,44,17,-0.43801,0.1728,27,0
1080,44,18,-0.43801,0.21735,27,0
1081,44,19,-0.43801,0.26027,27,0
1082,44,20,-0.43801,0.3032,27,0
1083,44,21,-0.43801,0.34775,27,0
1084,44,22,-0.43801,0.39068,27,0
1085,44,23,-0.43801,0.4336,27,0
1086,44,24,-0.43801,0.47815,27,0
1087,44,25,-0.43801,0.52108,27,0
1088,44,26,-0.43801,0.56401,27,1
1089,45,0,-0.48093,-0.56507,27,1
1090,45,1,-0.48093,-0.52215,27,0
1091,45,2,-0.48093,-0.47922,27,0
1092,45,3,-0.48093,-0.43467,27,0
1093,45,4,-0.48093,-0.39174,27,0
1094,45,5,-0.48093,-0.34882,27,0
1095,45,6,-0.48093,-0.30427,27,0
1096,45,7,-0.48093,-0.26134,27,0
1097,45,8,-0.48093,-0.21842,27,0
1098,45,9,-0.48093,-0.17386,27,0
1099,45,10,-0.48093,-0.13094,27,0
1100,45,11,-0.48093,-0.08801,27,0
1101,45,12,-0.48093,-0.04346,27,0
1102,45,13,-0.48093,-0.00053,27,0
1103,45,14,-0.48093,0.04239,27,0
1104,45,15,-0.48093,0.08694,27,0
1105,45,16,-0.48093,0.12987,27,0
1106,45,17,-0.48093,0.1728,27,0
1107,45,18,-0.48093,0.21735,27,0
1108,45,19,-0.48093,0.26027,27,0
1109,45,20,-0.48093,0.3032,27,0
1110,45,21,-0.48093,0.34775,27,0
1111,45,22,-0.48093,0.39068,27,0
1112,45,23,-0.48093,0.4336,27,0
1113,45,24,-0.48093,0.47815,27,0
1114,45,25,-0.48093,0.52108,27,0
1115,45,26,-0.48093,0.56401,27,1
1116,46,0,-0.52386,-0.56507,27,1
1117,46,1,-0.52386,-0.52215,27,0
1118,46,2,-0.52386,-0.47922,27,0
1119,46,3,-0.52386,-0.43467,27,0
1120,46,4,-0.52386,-0.39174,27,0
1121,46,5,-0.52386,-0.34882,27,0
1122,46,6,-0.52386,-0.30427,27,0
1123,46,7,-0.52386,-0.26134,27,0
1124,46,8,-0.52386,-0.21842,27,0
1125,46,9,-0.52386,-0.17386,27,0
1126,46,10,-0.52386,-0.13094,27,0
1127,46,11,-0.52386,-0.08801,27,0
1128,46,12,-0.52386,-0.04346,27,0
1129,46,13,-0.52386,-0.00053,27,0
1130,46,14,-0.52386,0.04239,27,0
1131,46,15,-0.52386,0.08694,27,0
1132,46,16,-0.52386,0.12987,27,0
1133,46,17,-0.52386,0.1728,27,0
1134,46,18,-0.52386,0.21735,27,0
1135,46,19,-0.52386,0.26027,27,0
1136,46,20,-0.52386,0.3032,27,0
1137,46,21,-0.52386,0.34775,27,0
1138,46,22,-0.52386,0.39068,27,0
1139,46,23,-0.52386,0.4336,27,0
1140,46,24,-0.52386,0.47815,27,0
1141,46,25,-0.52386,0.52108,27,0
1142,46,26,-0.52386,0.56401,27,1
1143,47,0,-0.56678,-0.56507,27,1
1144,47,1,-0.56678,-0.52215,27,0
1145,47,2,-0.56678,-0.47922,27,0
1146,47,3,-0.56678,-0.43467,27,0
1147,47,4,-0.56678,-0.39174,27,0
1148,47,5,-0.56678,-0.34882,27,0
1149,47,6,-0.56678,-0.30427,27,0
1150,47,7,-0.56678,-0.26134,27,0
1151,47,8,-0.56678,-0.21842,27,0
1152,47,9,-0.56678,-0.17386,27,0
1153,47,10,-0.56678,-0.13094,27,0
1154,47,11,-0.56678,-0.08801,27,0
1155,47,12,-0.56678,-0.04346,27,0
1156,47,13,-0.56678,-0.00053,27,0
1157,47,14,-0.56678,0.04239,27,0
1158,47,15,-0.56678,0.08694,27,0
1159,47,16,-0.56678,0.12987,27,0
1160,47,17,-0.56678,0.1728,27,0
1161,47,18,-0.56678,0.21735,27,0
1162,47,19,-0.56678,0.26027,27,0
1163,47,20,-0.56678,0.3032,27,0
1164,47,21,-0.56678,0.34775,27,0
1165,47,22,-0.56678,0.39068,27,0
1166,47,23,-0.56678,0.4336,27,0
1167,47,24,-0.56678,0.47815,27,0
1168,47,25,-0.56678,0.52108,27,0
1169,47,26,-0.56678,0.56401,27,1
1170,48,0,-0.60971,-0.56507,27,1
1171,48,1,-0.60971,-0.52215,27,0
1172,48,2,-0.60971,-0.47922,27,0
1173,48,3,-0.60971,-0.43467,27,0
1174,48,4,-0.60971,-0.39174,27,0
1175,48,5,-0.60971,-0.34882,27,0
1176,48,6,-0.60971,-0.30427,27,0
1177,48,7,-0.60971,-0.26134,27,0
1178,48,8,-0.60971,-0.21842,27,0
1179,48,9,-0.60971,-0.17386,27,0
1180,48,10,-0.60971,-0.13094,27,0
1181,48,11,-0.60971,-0.08801,27,0
1182,48,12,-0.60971,-0.04346,27,0
1183,48,13,-0.60971,-0.00053,27,0
1184,48,14,-0.60971,0.04239,27,0
1185,48,15,-0.60971,0.08694,27,0
1186,48,16,-0.60971,0.12987,27,0
1187,48,17,-0.60971,0.1728,27,0
1188,48,18,-0.60971,0.21735,27,0
1189,48,19,-0.60971,0.26027,27,0
1190,48,20,-0.60971,0.3032,27,0
1191,48,21,-0.60971,0.34775,27,0
1192,48,22,-0.60971,0.39068,27,0
1193,48,23,-0.60971,0.4336,27,0
1194,48,24,-0.60971,0.47815,27,0
1195,48,25,-0.60971,0.52108,27,0
1196,48,26,-0.60971,0.56401,27,1
1197,49,0,-0.65264,-0.56507,27,1
1198,49,1,-0.65264,-0.52215,27,0
1199,49,2,-0.65264,-0.47922,27,0
1200,49,3,-0.65264,-0.43467,27,0
1201,49,4,-0.65264,-0.39174,27,0
1202,49,5,-0.65264,-0.34882,27,0
1203,49,6,-0.65264,-0.30427,27,0
1204,49,7,-0.65264,-0.26134,27,0
1205,49,8,-0.65264,-0.21842,27,0
1206,49,9,-0.65264,-0.17386,27,0
1207,49,10,-0.65264,-0.13094,27,0
1208,49,11,-0.65264,-0.08801,27,0
1209,49,12,-0.65264,-0.04346,27,0
1210,49,13,-0.65264,-0.00053,27,0
1211,49,14,-0.65264,0.04239,27,0
1212,49,15,-0.65264,0.08694,27,0
1213,49,16,-0.65264,0.12987,27,0
1214,49,17,-0.65264,0.1728,27,0
1215,49,18,-0.65264,0.21735,27,0
1216,49,19,-0.65264,0.26027,27,0
1217,49,20,-0.65264,0.3032,27,0
1218,49,21,-0.65264,0.34775,27,0
1219,49,22,-0.65264,0.39068,27,0
1220,49,23,-0.65264,0.4336,27,0
1221,49,24,-0.65264,0.47815,27,0
1222,49,25,-0.65264,0.52108,27,0
1223,49,26,-0.65264,0.56401,27,1
1224,50,0,-0.69556,-0.56507,27,1
1225,50,1,-0.69556,-0.52215,27,0
1226,50,2,-0.69556,-0.47922,27,0
1227,50,3,-0.69556,-0.43467,27,0
1228,50,4,-0.69556,-0.39174,27,0
1229,50,5,-0.69556,-0.34882,27,0
1230,50,6,-0.69556,-0.30427,27,0
1231,50,7,-0.69556,-0.26134,27,0
1232,50,8,-0.69556,-0.21842,27,0
1233,50,9,-0.69556,-0.17386,27,0
1234,50,10,-0.69556,-0.13094,27,0
1235,50,11,-0.69556,-0.08801,27,0
1236,50,12,-0.69556,-0.04346,27,0
1237,50,13,-0.69556,-0.00053,27,0
1238,50,14,-0.69556,0.04239,27,0
1239,50,15,-0.69556,0.08694,27,0
1240,50,16,-0.69556,0.12987,27,0
1241,50,17,-0.69556,0.1728,27,0
1242,50,18,-0.69556,0.21735,27,0
1243,50,19,-0.69556,0.26027,27,0
1244,50,20,-0.69556,0.3032,27,0
1245,50,21,-0.69556,0.34775,27,0
1246,50,22,-0.69556,0.39068,27,0
1247,50,23,-0.69556,0.4336,27,0
1248,50,24,-0.69556,0.47815,27,0
1249,50,25,-0.69556,0.52108,27,0
1250,50,26,-0.69556,0.56401,27,1
1251,51,0,-0.73849,-0.56507,27,1
1252,51,1,-0.73849,-0.52215,27,0
1253,51,2,-0.73849,-0.47922,27,0
1254,51,3,-0.73849,-0.43467,27,0
1255,51,4,-0.73849,-0.39174,27,0
1256,51,5,-0.73849,-0.34882,27,0
1257,51,6,-0.73849,-0.30427,27,0
1258,51,7,-0.73849,-0.26134,27,0
1259,51,8,-0.73849,-0.21842,27,0
1260,51,9,-0.73849,-0.17386,27,0
1261,51,10,-0.73849,-0.13094,27,0
1262,51,11,-0.73849,-0.08801,27,0
1263,51,12,-0.73849,-0.04346,27,0
1264,51,13,-0.73849,-0.00053,27,0
1265,51,14,-0.73849,0.04239,27,0
1266,51,15,-0.73849,0.08694,27,0
1267,51,16,-0.73849,0.12987,27,0
1268,51,17,-0.73849,0.1728,27,0
1269,51,18,-0.73849,0.21735,27,0
1270,51,19,-0.73849,0.26027,27,0
1271,51,20,-0.73849,0.3032,27,0
1272,51,21,-0.73849,0.34775,27,0
1273,51,22,-0.73849,0.39068,27,0
1274,51,23,-0.73849,0.4336,27,0
1275,51,24,-0.73849,0.47815,27,0
1276,51,25,-0.73849,0.52108,27,0
1277,51,26,-0.73849,0.56401,27,1
1278,52,0,-0.78141,-0.56507,27,1
1279,52,1,-0.78141,-0.52215,27,0
1280,52,2,-0.78141,-0.47922,27,0
1281,52,3,-0.78141,-0.43467,27,0
1282,52,4,-0.78141,-0.39174,27,0
1283,52,5,-0.78141,-0.34882,27,0
1284,52,6,-0.78141,-0.30427,27,0
1285,52,7,-0.78141,-0.26134,27,0
1286,52,8,-0.78141,-0.21842,27,0
1287,52,9,-0.78141,-0.17386,27,0
1288,52,10,-0.78141,-0.13094,27,0
1289,52,11,-0.78141,-0.08801,27,0
1290,52,12,-0.78141,-0.04346,27,0
1291,52,13,-0.78141,-0.00053,27,0
1292,52,14,-0.78141,0.04239,27,0
1293,52,15,-0.78141,0.08694,27,0
1294,52,16,-0.78141,0.12987,27,0
1295,52,17,-0.78141,0.1728,27,0
1296,52,18,-0.78141,0.21735,27,0
1297,52,19,-0.78141,0.26027,27,0
1298,52,20,-0.78141,0.3032,27,0
1299,52,21,-0.78141,0.34775,27,0
1300,52,22,-0.78141,0.39068,27,0
1301,52,23,-0.78141,0.4336,27,0
1302,52,24,-0.78141,0.47815,27,0
1303,52,25,-0.78141,0.52108,27,0
1304,52,26,-0.78141,0.56401,27,1
1305,53,0,-0.82434,-0.56507,27,1
1306,53,1,-0.82434,-0.52215,27,0
1307,53,2,-0.82434,-0.47922,27,0
1308,53,3,-0.82434,-0.43467,27,0
1309,53,4,-0.82434,-0.39174,27,0
