idblk,row,col,xpos,ypos,ncol_per_row,is_on_edge
1310,53,5,-0.82434,-0.34882,27,0
1311,53,6,-0.82434,-0.30427,27,0
1312,53,7,-0.82434,-0.26134,27,0
1313,53,8,-0.82434,-0.21842,27,0
1314,53,9,-0.82434,-0.17386,27,0
1315,53,10,-0.82434,-0.13094,27,0
1316,53,11,-0.82434,-0.08801,27,0
1317,53,12,-0.82434,-0.04346,27,0
1318,53,13,-0.82434,-0.00053,27,0
1319,53,14,-0.82434,0.04239,27,0
1320,53,15,-0.82434,0.08694,27,0
1321,53,16,-0.82434,0.12987,27,0
1322,53,17,-0.82434,0.1728,27,0
1323,53,18,-0.82434,0.21735,27,0
1324,53,19,-0.82434,0.26027,27,0
1325,53,20,-0.82434,0.3032,27,0
1326,53,21,-0.82434,0.34775,27,0
1327,53,22,-0.82434,0.39068,27,0
1328,53,23,-0.82434,0.4336,27,0
1329,53,24,-0.82434,0.47815,27,0
1330,53,25,-0.82434,0.52108,27,0
1331,53,26,-0.82434,0.56401,27,1
1332,54,0,-0.86727,-0.56507,24,1
1333,54,1,-0.86727,-0.52215,24,0
1334,54,2,-0.86727,-0.47922,24,0
1335,54,3,-0.86727,-0.43467,24,0
1336,54,4,-0.86727,-0.39174,24,0
1337,54,5,-0.86727,-0.34882,24,0
1338,54,6,-0.86727,-0.30427,24,0
1339,54,7,-0.86727,-0.26134,24,0
1340,54,8,-0.86727,-0.21842,24,0
1341,54,9,-0.86727,-0.17386,24,0
1342,54,10,-0.86727,-0.13094,24,0
1343,54,11,-0.86727,-0.08801,24,0
1344,54,12,-0.86727,-0.04346,24,0
1345,54,13,-0.86727,-0.00053,24,0
1346,54,14,-0.86727,0.04239,24,0
1347,54,15,-0.86727,0.08694,24,0
1348,54,16,-0.86727,0.12987,24,0
1349,54,17,-0.86727,0.1728,24,0
1350,54,18,-0.86727,0.21735,24,0
1351,54,19,-0.86727,0.26027,24,0
1352,54,20,-0.86727,0.3032,24,0
1353,54,21,-0.86727,0.34775,24,0
1354,54,22,-0.86727,0.39068,24,0
1355,54,23,-0.86727,0.4336,24,1
1356,55,0,-0.91019,-0.56507,24,1
1357,55,1,-0.91019,-0.52215,24,0
1358,55,2,-0.91019,-0.47922,24,0
1359,55,3,-0.91019,-0.43467,24,0
1360,55,4,-0.91019,-0.39174,24,0
1361,55,5,-0.91019,-0.34882,24,0
1362,55,6,-0.91019,-0.30427,24,0
1363,55,7,-0.91019,-0.26134,24,0
1364,55,8,-0.91019,-0.21842,24,0
1365,55,9,-0.91019,-0.17386,24,0
1366,55,10,-0.91019,-0.13094,24,0
1367,55,11,-0.91019,-0.08801,24,0
1368,55,12,-0.91019,-0.04346,24,0
1369,55,13,-0.91019,-0.00053,24,0
1370,55,14,-0.91019,0.04239,24,0
1371,55,15,-0.91019,0.08694,24,0
1372,55,16,-0.91019,0.12987,24,0
1373,55,17,-0.91019,0.1728,24,0
1374,55,18,-0.91019,0.21735,24,0
1375,55,19,-0.91019,0.26027,24,0
1376,55,20,-0.91019,0.3032,24,0
1377,55,21,-0.91019,0.34775,24,0
1378,55,22,-0.91019,0.39068,24,0
1379,55,23,-0.91019,0.4336,24,1
1380,56,0,-0.95312,-0.56507,24,1
1381,56,1,-0.95312,-0.52215,24,0
1382,56,2,-0.95312,-0.47922,24,0
1383,56,3,-0.95312,-0.43467,24,0
1384,56,4,-0.95312,-0.39174,24,0
1385,56,5,-0.95312,-0.34882,24,0
1386,56,6,-0.95312,-0.30427,24,0
1387,56,7,-0.95312,-0.26134,24,0
1388,56,8,-0.95312,-0.21842,24,0
1389,56,9,-0.95312,-0.17386,24,0
1390,56,10,-0.95312,-0.13094,24,0
1391,56,11,-0.95312,-0.08801,24,0
1392,56,12,-0.95312,-0.04346,24,0
1393,56,13,-0.95312,-0.00053,24,0
1394,56,14,-0.95312,0.04239,24,0
1395,56,15,-0.95312,0.08694,24,0
1396,56,16,-0.95312,0.12987,24,0
1397,56,17,-0.95312,0.1728,24,0
1398,56,18,-0.95312,0.21735,24,0
1399,56,19,-0.95312,0.26027,24,0
1400,56,20,-0.95312,0.3032,24,0
1401,56,21,-0.95312,0.34775,24,0
1402,56,22,-0.95312,0.39068,24,0
1403,56,23,-0.95312,0.4336,24,1
1404,57,0,-0.99605,-0.62217,24,1
1405,57,1,-0.99605,-0.57925,24,0
1406,57,2,-0.99605,-0.53632,24,0
1407,57,3,-0.99605,-0.49177,24,0
1408,57,4,-0.99605,-0.44884,24,0
1409,57,5,-0.99605,-0.40592,24,0
1410,57,6,-0.99605,-0.36137,24,0
1411,57,7,-0.99605,-0.31844,24,0
1412,57,8,-0.99605,-0.27551,24,0
1413,57,9,-0.99605,-0.23096,24,0
1414,57,10,-0.99605,-0.18804,24,0
1415,57,11,-0.99605,-0.14511,24,0
1416,57,12,-0.99605,-0.10056,24,0
1417,57,13,-0.99605,-0.05763,24,0
1418,57,14,-0.99605,-0.01471,24,0
1419,57,15,-0.99605,0.02984,24,0
1420,57,16,-0.99605,0.07277,24,0
1421,57,17,-0.99605,0.1157,24,0
1422,57,18,-0.99605,0.16025,24,0
1423,57,19,-0.99605,0.20317,24,0
1424,57,20,-0.99605,0.2461,24,0
1425,57,21,-0.99605,0.29065,24,0
1426,57,22,-0.99605,0.33358,24,0
1427,57,23,-0.99605,0.3765,24,1
1428,58,0,-1.03897,-0.62217,24,1
1429,58,1,-1.03897,-0.57925,24,0
1430,58,2,-1.03897,-0.53632,24,0
1431,58,3,-1.03897,-0.49177,24,0
1432,58,4,-1.03897,-0.44884,24,0
1433,58,5,-1.03897,-0.40592,24,0
1434,58,6,-1.03897,-0.36137,24,0
1435,58,7,-1.03897,-0.31844,24,0
1436,58,8,-1.03897,-0.27551,24,0
1437,58,9,-1.03897,-0.23096,24,0
1438,58,10,-1.03897,-0.18804,24,0
1439,58,11,-1.03897,-0.14511,24,0
1440,58,12,-1.03897,-0.10056,24,0
1441,58,13,-1.03897,-0.05763,24,0
1442,58,14,-1.03897,-0.01471,24,0
1443,58,15,-1.03897,0.02984,24,0
1444,58,16,-1.03897,0.07277,24,0
1445,58,17,-1.03897,0.1157,24,0
1446,58,18,-1.03897,0.16025,24,0
1447,58,19,-1.03897,0.20317,24,0
1448,58,20,-1.03897,0.2461,24,0
1449,58,21,-1.03897,0.29065,24,0
1450,58,22,-1.03897,0.33358,24,0
1451,58,23,-1.03897,0.3765,24,1
1452,59,0,-1.0819,-0.62217,24,1
1453,59,1,-1.0819,-0.57925,24,0
1454,59,2,-1.0819,-0.53632,24,0
1455,59,3,-1.0819,-0.49177,24,0
1456,59,4,-1.0819,-0.44884,24,0
1457,59,5,-1.0819,-0.40592,24,0
1458,59,6,-1.0819,-0.36137,24,0
1459,59,7,-1.0819,-0.31844,24,0
1460,59,8,-1.0819,-0.27551,24,0
1461,59,9,-1.0819,-0.23096,24,0
1462,59,10,-1.0819,-0.18804,24,0
1463,59,11,-1.0819,-0.14511,24,0
1464,59,12,-1.0819,-0.10056,24,0
1465,59,13,-1.0819,-0.05763,24,0
1466,59,14,-1.0819,-0.01471,24,0
1467,59,15,-1.0819,0.02984,24,0
1468,59,16,-1.0819,0.07277,24,0
1469,59,17,-1.0819,0.1157,24,0
1470,59,18,-1.0819,0.16025,24,0
1471,59,19,-1.0819,0.20317,24,0
1472,59,20,-1.0819,0.2461,24,0
1473,59,21,-1.0819,0.29065,24,0
1474,59,22,-1.0819,0.33358,24,0
1475,59,23,-1.0819,0.3765,24,1
1476,60,0,-1.12482,-0.57777,21,1
1477,60,1,-1.12482,-0.53485,21,0
1478,60,2,-1.12482,-0.49192,21,0
1479,60,3,-1.12482,-0.44737,21,0
1480,60,4,-1.12482,-0.40444,21,0
1481,60,5,-1.12482,-0.36152,21,0
1482,60,6,-1.12482,-0.31697,21,0
1483,60,7,-1.12482,-0.27404,21,0
1484,60,8,-1.12482,-0.23112,21,0
1485,60,9,-1.12482,-0.18656,21,0
1486,60,10,-1.12482,-0.14364,21,0
1487,60,11,-1.12482,-0.10071,21,0
1488,60,12,-1.12482,-0.05616,21,0
1489,60,13,-1.12482,-0.01323,21,0
1490,60,14,-1.12482,0.02969,21,0
1491,60,15,-1.12482,0.07424,21,0
1492,60,16,-1.12482,0.11717,21,0
1493,60,17,-1.12482,0.1601,21,0
1494,60,18,-1.12482,0.20465,21,0
1495,60,19,-1.12482,0.24757,21,0
1496,60,20,-1.12482,0.2905,21,1
1497,61,0,-1.16775,-0.57777,21,1
1498,61,1,-1.16775,-0.53485,21,0
1499,61,2,-1.16775,-0.49192,21,0
1500,61,3,-1.16775,-0.44737,21,0
1501,61,4,-1.16775,-0.40444,21,0
1502,61,5,-1.16775,-0.36152,21,0
1503,61,6,-1.16775,-0.31697,21,0
1504,61,7,-1.16775,-0.27404,21,0
1505,61,8,-1.16775,-0.23112,21,0
1506,61,9,-1.16775,-0.18656,21,0
1507,61,10,-1.16775,-0.14364,21,0
1508,61,11,-1.16775,-0.10071,21,0
1509,61,12,-1.16775,-0.05616,21,0
1510,61,13,-1.16775,-0.01323,21,0
1511,61,14,-1.16775,0.02969,21,0
1512,61,15,-1.16775,0.07424,21,0
1513,61,16,-1.16775,0.11717,21,0
1514,61,17,-1.16775,0.1601,21,0
1515,61,18,-1.16775,0.20465,21,0
1516,61,19,-1.16775,0.24757,21,0
1517,61,20,-1.16775,0.2905,21,1
1518,62,0,-1.21067,-0.57777,21,1
1519,62,1,-1.21067,-0.53485,21,0
1520,62,2,-1.21067,-0.49192,21,0
1521,62,3,-1.21067,-0.44737,21,0
1522,62,4,-1.21067,-0.40444,21,0
1523,62,5,-1.21067,-0.36152,21,0
1524,62,6,-1.21067,-0.31697,21,0
1525,62,7,-1.21067,-0.27404,21,0
1526,62,8,-1.21067,-0.23112,21,0
1527,62,9,-1.21067,-0.18656,21,0
1528,62,10,-1.21067,-0.14364,21,0
1529,62,11,-1.21067,-0.10071,21,0
1530,62,12,-1.21067,-0.05616,21,0
1531,62,13,-1.21067,-0.01323,21,0
1532,62,14,-1.21067,0.02969,21,0
1533,62,15,-1.21067,0.07424,21,0
1534,62,16,-1.21067,0.11717,21,0
1535,62,17,-1.21067,0.1601,21,0
1536,62,18,-1.21067,0.20465,21,0
1537,62,19,-1.21067,0.24757,21,0
1538,62,20,-1.21067,0.2905,21,1
1539,63,0,-1.2536,-0.62217,21,1
1540,63,1,-1.2536,-0.57925,21,0
1541,63,2,-1.2536,-0.53632,21,0
1542,63,3,-1.2536,-0.49177,21,0
1543,63,4,-1.2536,-0.44884,21,0
1544,63,5,-1.2536,-0.40592,21,0
1545,63,6,-1.2536,-0.36137,21,0
1546,63,7,-1.2536,-0.31844,21,0
1547,63,8,-1.2536,-0.27551,21,0
1548,63,9,-1.2536,-0.23096,21,0
1549,63,10,-1.2536,-0.18804,21,0
1550,63,11,-1.2536,-0.14511,21,0
1551,63,12,-1.2536,-0.10056,21,0
1552,63,13,-1.2536,-0.05763,21,0
1553,63,14,-1.2536,-0.01471,21,0
1554,63,15,-1.2536,0.02984,21,0
1555,63,16,-1.2536,0.07277,21,0
1556,63,17,-1.2536,0.1157,21,0
1557,63,18,-1.2536,0.16025,21,0
1558,63,19,-1.2536,0.20317,21,0
1559,63,20,-1.2536,0.2461,21,1
1560,64,0,-1.29653,-0.62217,21,1
1561,64,1,-1.29653,-0.57925,21,0
1562,64,2,-1.29653,-0.53632,21,0
1563,64,3,-1.29653,-0.49177,21,0
1564,64,4,-1.29653,-0.44884,21,0
1565,64,5,-1.29653,-0.40592,21,0
1566,64,6,-1.29653,-0.36137,21,0
1567,64,7,-1.29653,-0.31844,21,0
1568,64,8,-1.29653,-0.27551,21,0
1569,64,9,-1.29653,-0.23096,21,0
1570,64,10,-1.29653,-0.18804,21,0
1571,64,11,-1.29653,-0.14511,21,0
1572,64,12,-1.29653,-0.10056,21,0
1573,64,13,-1.29653,-0.05763,21,0
1574,64,14,-1.29653,-0.01471,21,0
1575,64,15,-1.29653,0.02984,21,0
1576,64,16,-1.29653,0.07277,21,0
1577,64,17,-1.29653,0.1157,21,0
1578,64,18,-1.29653,0.16025,21,0
1579,64,19,-1.29653,0.20317,21,0
1580,64,20,-1.29653,0.2461,21,1
1581,65,0,-1.33945,-0.62217,21,1
1582,65,1,-1.33945,-0.57925,21,0
1583,65,2,-1.33945,-0.53632,21,0
1584,65,3,-1.33945,-0.49177,21,0
1585,65,4,-1.33945,-0.44884,21,0
1586,65,5,-1.33945,-0.40592,21,0
1587,65,6,-1.33945,-0.36137,21,0
1588,65,7,-1.33945,-0.31844,21,0
1589,65,8,-1.33945,-0.27551,21,0
1590,65,9,-1.33945,-0.23096,21,0
1591,65,10,-1.33945,-0.18804,21,0
1592,65,11,-1.33945,-0.14511,21,0
1593,65,12,-1.33945,-0.10056,21,0
1594,65,13,-1.33945,-0.05763,21,0
1595,65,14,-1.33945,-0.01471,21,0
1596,65,15,-1.33945,0.02984,21,0
1597,65,16,-1.33945,0.07277,21,0
1598,65,17,-1.33945,0.1157,21,0
1599,65,18,-1.33945,0.16025,21,0
1600,65,19,-1.33945,0.20317,21,0
1601,65,20,-1.33945,0.2461,21,1
1602,66,0,-1.38238,-0.57777,18,1
1603,66,1,-1.38238,-0.53485,18,0
1604,66,2,-1.38238,-0.49192,18,0
1605,66,3,-1.38238,-0.44737,18,0
1606,66,4,-1.38238,-0.40444,18,0
1607,66,5,-1.38238,-0.36152,18,0
1608,66,6,-1.38238,-0.31697,18,0
1609,66,7,-1.38238,-0.27404,18,0
1610,66,8,-1.38238,-0.23112,18,0
1611,66,9,-1.38238,-0.18656,18,0
1612,66,10,-1.38238,-0.14364,18,0
1613,66,11,-1.38238,-0.10071,18,0
1614,66,12,-1.38238,-0.05616,18,0
1615,66,13,-1.38238,-0.01323,18,0
1616,66,14,-1.38238,0.02969,18,0
1617,66,15,-1.38238,0.07424,18,0
1618,66,16,-1.38238,0.11717,18,0
1619,66,17,-1.38238,0.1601,18,1
1620,67,0,-1.4253,-0.57777,18,1
1621,67,1,-1.4253,-0.53485,18,0
1622,67,2,-1.4253,-0.49192,18,0
1623,67,3,-1.4253,-0.44737,18,0
1624,67,4,-1.4253,-0.40444,18,0
1625,67,5,-1.4253,-0.36152,18,0
1626,67,6,-1.4253,-0.31697,18,0
1627,67,7,-1.4253,-0.27404,18,0
1628,67,8,-1.4253,-0.23112,18,0
1629,67,9,-1.4253,-0.18656,18,0
1630,67,10,-1.4253,-0.14364,18,0
1631,67,11,-1.4253,-0.10071,18,0
1632,67,12,-1.4253,-0.05616,18,0
1633,67,13,-1.4253,-0.01323,18,0
1634,67,14,-1.4253,0.02969,18,0
1635,67,15,-1.4253,0.07424,18,0
1636,67,16,-1.4253,0.11717,18,0
1637,67,17,-1.4253,0.1601,18,1
1638,68,0,-1.46823,-0.57777,18,1
1639,68,1,-1.46823,-0.53485,18,1
1640,68,2,-1.46823,-0.49192,18,1
1641,68,3,-1.46823,-0.44737,18,1
1642,68,4,-1.46823,-0.40444,18,1
1643,68,5,-1.46823,-0.36152,18,1
1644,68,6,-1.46823,-0.31697,18,1
1645,68,7,-1.46823,-0.27404,18,1
1646,68,8,-1.46823,-0.23112,18,1
1647,68,9,-1.46823,-0.18656,18,1
1648,68,10,-1.46823,-0.14364,18,1
1649,68,11,-1.46823,-0.10071,18,1
1650,68,12,-1.46823,-0.05616,18,1
1651,68,13,-1.46823,-0.01323,18,1
1652,68,14,-1.46823,0.02969,18,1
1653,68,15,-1.46823,0.07424,18,1
1654,68,16,-1.46823,0.11717,18,1
1655,68,17,-1.46823,0.1601,18,1
